transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud
T00355,U182,84025.08,ATM,mobile,Chennai,morning,9,0,163,10,920,1
T00356,U606,93135.81,POS,tablet,Kolkata,night,22,0,152,4,113,0
T00357,U833,255483.08,online,desktop,Kolkata,morning,6,0,129,1,279,0
T00358,U849,139651.12,online,desktop,Mumbai,afternoon,15,0,116,2,192,0
T00359,U865,162481.94,POS,tablet,Chennai,morning,9,0,22,3,708,0
T00360,U379,215091.19,transfer,desktop,Chennai,morning,8,0,114,1,34,1
T00361,U455,147884.81,transfer,tablet,Pune,night,0,0,96,8,635,1
T00362,U724,169030.24,transfer,tablet,Chennai,morning,7,0,95,1,259,0
T00363,U792,88309.47,online,mobile,Kolkata,morning,6,0,94,10,208,1
T00364,U214,196715.91,online,mobile,Singapore,night,0,1,124,9,748,1
T00365,U941,7705.01,POS,mobile,Chennai,night,1,0,171,4,714,0
T00366,U659,32222.78,ATM,desktop,Mumbai,afternoon,16,0,19,9,165,0
T00367,U129,6606.35,POS,desktop,Singapore,night,0,1,115,0,739,0
T00368,U215,43165.01,online,mobile,Kolkata,evening,18,0,81,9,807,0
T00369,U188,82110.93,POS,desktop,Chennai,night,0,0,46,8,342,1
T00370,U626,145756.09,ATM,mobile,Pune,morning,11,0,7,2,64,1
T00371,U580,81026.94,POS,desktop,Singapore,evening,17,1,130,9,610,1
T00372,U199,60202.33,online,desktop,New York,night,23,1,80,9,852,1
T00373,U243,207815.14,POS,desktop,Bangalore,night,21,0,38,9,996,1
T00374,U165,271418.52,transfer,desktop,London,night,22,1,70,9,670,1
T00375,U499,123013.03,POS,mobile,Pune,evening,18,0,196,3,577,0
T00376,U697,4308.9,transfer,tablet,Delhi,evening,17,0,107,3,384,0
T00377,U526,15454.63,transfer,tablet,Dubai,morning,10,1,193,1,424,0
T00378,U594,252346.7,ATM,desktop,Mumbai,afternoon,16,0,151,0,719,0
T00379,U896,289850.57,ATM,mobile,Delhi,morning,6,0,7,8,915,1
T00380,U158,188151.22,transfer,tablet,Bangalore,morning,10,0,144,10,681,1
T00381,U703,227752.8,online,desktop,Pune,night,22,0,101,6,222,1
T00382,U554,169670.81,transfer,mobile,Delhi,night,21,0,83,0,165,0
T00383,U220,34238.21,online,desktop,New York,night,4,1,118,8,591,0
T00384,U941,129383.05,online,desktop,Kolkata,morning,10,0,20,8,723,1
T00385,U695,261663.01,online,mobile,Chennai,morning,5,0,14,8,787,1
T00386,U129,74157.62,ATM,tablet,Kolkata,morning,10,0,23,3,582,0
T00387,U226,111184.48,transfer,mobile,Kolkata,night,2,0,142,1,383,1
T00388,U652,15690.47,ATM,tablet,Pune,evening,17,0,97,10,834,0
T00389,U615,298679.41,online,desktop,Mumbai,afternoon,14,0,173,4,237,0
T00390,U582,200039.29,online,tablet,Chennai,night,22,0,157,1,934,0
T00391,U734,53039.89,POS,mobile,Pune,morning,7,0,63,3,507,0
T00392,U188,177355.56,POS,desktop,Mumbai,morning,7,0,26,6,210,1
T00393,U168,125218.4,ATM,desktop,Delhi,afternoon,12,0,12,10,660,1
T00394,U127,157104.74,POS,desktop,London,night,0,1,73,10,271,1
T00395,U925,218584.76,online,tablet,Delhi,afternoon,15,0,157,9,610,1
T00396,U329,34599.84,transfer,desktop,Kolkata,morning,5,0,43,1,653,0
T00397,U879,112194.08,transfer,tablet,Kolkata,night,0,0,78,2,224,1
T00398,U127,74226.72,transfer,tablet,Mumbai,evening,18,0,82,2,604,0
T00399,U900,99852.07,ATM,tablet,Singapore,morning,9,1,122,6,431,1
T00400,U692,262056.51,online,mobile,New York,morning,8,1,57,10,815,1
T00401,U982,135452.65,POS,tablet,London,night,0,1,172,6,840,1
T00402,U837,167766.89,POS,desktop,Bangalore,morning,8,0,44,9,846,1
T00403,U237,160099.5,ATM,tablet,Mumbai,morning,5,0,89,8,840,1
T00404,U444,4699.61,transfer,mobile,Bangalore,afternoon,14,0,72,9,579,0
T00405,U391,39040.77,online,mobile,Chennai,night,21,0,30,0,990,0
T00406,U165,231026.16,online,mobile,Singapore,afternoon,16,1,128,10,402,1
T00407,U170,58417.7,online,mobile,London,night,2,1,174,6,376,1
T00408,U978,133829.16,online,desktop,Singapore,afternoon,14,1,159,5,607,1
T00409,U338,250342.94,online,tablet,Chennai,night,3,0,172,6,47,1
T00410,U948,95558.52,POS,tablet,New York,morning,6,1,8,10,668,1
T00411,U607,287719.13,online,tablet,Kolkata,morning,8,0,148,4,662,0
T00412,U644,9469.61,online,desktop,Chennai,morning,11,0,8,6,906,0
T00413,U400,77310.39,online,mobile,Mumbai,afternoon,13,0,97,2,421,0
T00414,U135,57597.68,ATM,desktop,Dubai,afternoon,16,1,196,4,596,0
T00415,U364,154021.74,ATM,desktop,Bangalore,night,4,0,163,4,253,0
T00416,U923,81183.34,POS,tablet,Chennai,morning,5,0,48,2,621,0
T00417,U282,192689.88,online,mobile,Bangalore,night,23,0,109,8,196,1
T00418,U205,233647.52,online,tablet,Dubai,morning,10,1,152,2,621,1
T00419,U314,132316.01,POS,tablet,Chennai,afternoon,13,0,171,5,946,0
T00420,U454,228411.85,ATM,mobile,London,evening,20,1,160,1,584,1
T00421,U322,291381.04,POS,desktop,Bangalore,morning,6,0,73,10,392,1
T00422,U317,137466.02,transfer,desktop,Chennai,afternoon,12,0,100,6,238,1
T00423,U913,166133.19,online,tablet,Bangalore,evening,18,0,98,6,718,1
T00424,U373,25860.14,ATM,tablet,Bangalore,afternoon,12,0,162,3,61,0
T00425,U361,26749.37,online,mobile,Dubai,night,21,1,160,1,428,0
T00426,U593,152691.07,POS,mobile,Chennai,night,1,0,113,6,937,1
T00427,U494,100951.67,POS,mobile,Delhi,evening,17,0,160,9,384,1
T00428,U919,275237.66,ATM,tablet,Kolkata,night,22,0,164,10,637,1
T00429,U483,253014.24,transfer,mobile,Chennai,morning,9,0,36,10,279,1
T00430,U651,245380.24,transfer,tablet,New York,afternoon,16,1,155,0,874,1
T00431,U303,177881.43,POS,mobile,Delhi,morning,6,0,114,5,793,0
T00432,U410,103047.81,POS,tablet,London,night,0,1,157,8,600,1
T00433,U706,58791.37,transfer,tablet,London,evening,17,1,75,8,645,1
T00434,U207,53455.47,transfer,mobile,Pune,morning,11,0,120,10,381,1
T00435,U340,73626.2,ATM,mobile,Delhi,evening,20,0,86,3,134,0
T00436,U940,116517.05,transfer,mobile,Dubai,evening,20,1,28,4,255,1
T00437,U437,116849.26,ATM,mobile,Bangalore,morning,8,0,186,5,929,0
T00438,U779,59990.1,online,mobile,Delhi,night,2,0,173,5,808,0
T00439,U475,160097.02,ATM,desktop,Dubai,night,0,1,128,10,337,1
T00440,U669,72003.16,online,desktop,Dubai,evening,18,1,158,9,320,1
T00441,U894,97330.21,transfer,tablet,Dubai,night,22,1,178,10,196,1
T00442,U970,180452.48,transfer,tablet,London,night,0,1,81,0,442,1
T00443,U524,181.41,online,desktop,New York,night,22,1,17,0,789,0
T00444,U760,55143.5,ATM,tablet,London,afternoon,13,1,74,2,984,0
T00445,U867,57624.56,transfer,desktop,Chennai,morning,9,0,85,1,931,0
T00446,U692,205823.81,transfer,mobile,Bangalore,night,2,0,90,0,471,1
T00447,U788,279076.83,ATM,tablet,Chennai,night,21,0,86,5,273,0
T00448,U486,290792.39,POS,mobile,Bangalore,afternoon,16,0,167,8,360,1
T00449,U470,30086.29,POS,mobile,Dubai,night,3,1,49,0,269,0
T00450,U912,368.06,ATM,mobile,Kolkata,night,1,0,33,2,243,0
T00451,U384,201640.76,ATM,tablet,Delhi,morning,11,0,130,3,777,0
T00452,U874,198921.27,ATM,tablet,Kolkata,afternoon,15,0,30,4,382,0
T00453,U275,77942.23,POS,desktop,Singapore,night,23,1,44,10,351,1
T00454,U572,124622.88,transfer,desktop,New York,morning,6,1,4,7,209,1
T00455,U354,106103.25,online,tablet,Dubai,afternoon,13,1,40,5,234,1
T00456,U456,96566.47,online,desktop,Kolkata,night,1,0,151,8,115,1
T00457,U634,14708.18,ATM,desktop,Kolkata,afternoon,13,0,74,9,694,0
T00458,U515,109760.69,transfer,desktop,Kolkata,evening,19,0,81,9,754,1
T00459,U545,146216.93,online,mobile,Dubai,morning,10,1,167,9,433,1
T00460,U426,21248.8,online,mobile,Singapore,evening,19,1,113,6,605,0
T00461,U151,144584.68,POS,desktop,Pune,evening,18,0,55,8,603,1
T00462,U683,58994.18,transfer,tablet,Dubai,evening,18,1,75,10,284,1
T00463,U244,163957.06,online,mobile,London,morning,8,1,36,9,662,1
T00464,U669,296436.7,online,mobile,Chennai,night,23,0,174,9,992,1
T00465,U683,130834.2,ATM,tablet,Delhi,afternoon,13,0,110,6,535,1
T00466,U798,51463.63,POS,tablet,Dubai,evening,20,1,191,9,384,1
T00467,U632,52644.89,online,mobile,Pune,afternoon,14,0,95,1,263,0
T00468,U212,236493.17,online,desktop,Dubai,night,4,1,159,2,268,1
T00469,U888,298659.38,transfer,mobile,Pune,morning,8,0,101,0,186,0
T00470,U577,115959.55,POS,mobile,Delhi,night,22,0,107,8,463,1
T00471,U490,175435.66,POS,tablet,London,morning,10,1,34,3,145,1
T00472,U178,228419.4,POS,tablet,Chennai,night,4,0,125,8,520,1
T00473,U947,7152.22,ATM,tablet,Chennai,afternoon,15,0,103,3,651,0
T00474,U649,70374.32,POS,mobile,Delhi,morning,9,0,147,7,87,1
T00475,U206,19535.92,ATM,desktop,Singapore,afternoon,13,1,61,1,828,0
T00476,U254,294309.93,online,tablet,Kolkata,morning,7,0,36,7,387,1
T00477,U193,229301.94,transfer,tablet,New York,evening,20,1,29,1,816,1
T00478,U995,200303.54,online,mobile,Dubai,afternoon,16,1,177,9,576,1
T00479,U116,181180.33,online,desktop,Delhi,night,23,0,28,9,420,1
T00480,U240,53369.22,online,tablet,Chennai,night,4,0,42,1,44,0
T00481,U208,88757.77,POS,desktop,Singapore,morning,8,1,68,9,719,1
T00482,U734,153965.66,ATM,desktop,Delhi,night,2,0,175,3,512,0
T00483,U565,93839.31,online,desktop,Kolkata,night,23,0,108,0,94,0
T00484,U840,54078.77,transfer,mobile,Kolkata,afternoon,13,0,27,7,136,1
T00485,U164,264818.64,transfer,tablet,Chennai,morning,8,0,21,0,337,0
T00486,U832,57439.73,ATM,mobile,Kolkata,evening,19,0,88,8,555,1
T00487,U860,173186.82,ATM,desktop,Pune,night,3,0,146,2,669,0
T00488,U696,226541.9,POS,mobile,Dubai,morning,10,1,72,10,860,1
T00489,U743,81282.88,ATM,tablet,Mumbai,afternoon,15,0,90,8,706,1
T00490,U324,82123.27,ATM,desktop,London,afternoon,12,1,132,0,228,0
T00491,U113,204375.04,POS,desktop,Singapore,night,0,1,12,5,62,1
T00492,U855,4806.1,transfer,tablet,Chennai,afternoon,15,0,80,2,303,0
T00493,U587,213533.5,ATM,tablet,Bangalore,morning,5,0,87,6,657,1
T00494,U382,49079.35,ATM,desktop,Chennai,night,0,0,121,8,801,0
T00495,U304,994.31,ATM,desktop,Mumbai,morning,11,0,157,2,53,0
T00496,U777,128420.97,online,mobile,Delhi,night,23,0,12,3,925,0
T00497,U399,150357.64,transfer,desktop,Mumbai,afternoon,14,0,15,4,640,0
T00498,U929,74101.06,POS,tablet,Delhi,morning,6,0,103,5,549,0
T00499,U209,127532.35,POS,tablet,Pune,evening,17,0,7,6,488,1
T00500,U397,228966.17,ATM,tablet,Mumbai,night,23,0,96,10,158,1
T00501,U949,279457.4,ATM,tablet,Dubai,afternoon,13,1,116,7,239,1
T00502,U974,167427.58,transfer,tablet,Mumbai,night,0,0,89,6,387,1
T00503,U184,284320.61,POS,tablet,Singapore,night,1,1,25,9,984,1
T00504,U246,266668.94,POS,desktop,London,evening,17,1,166,6,346,1
T00505,U363,299022.01,POS,desktop,New York,morning,10,1,117,8,110,1
T00506,U966,142802.22,online,tablet,London,night,22,1,135,10,597,1
T00507,U852,206519.76,online,tablet,Mumbai,evening,18,0,38,8,870,1
T00508,U140,7545.74,POS,mobile,London,night,23,1,53,10,131,0
T00509,U849,85822.46,online,tablet,Bangalore,night,1,0,165,8,618,1
T00510,U897,50333.23,ATM,mobile,Kolkata,night,1,0,94,5,128,0
T00511,U640,206997.22,POS,desktop,Delhi,night,3,0,104,8,774,1
T00512,U999,58409.66,POS,mobile,Chennai,night,2,0,142,10,994,1
T00513,U769,77333.84,transfer,desktop,New York,morning,6,1,93,2,887,0
T00514,U176,55080.94,ATM,mobile,Singapore,morning,7,1,129,9,928,1
T00515,U392,263146.71,online,tablet,Pune,morning,6,0,107,7,820,1
T00516,U353,68686.78,transfer,mobile,Kolkata,morning,8,0,142,0,598,0
T00517,U319,144690.89,transfer,tablet,Pune,night,3,0,92,1,544,1
T00518,U609,191601.93,POS,mobile,Chennai,morning,8,0,47,8,698,1
T00519,U307,38415.32,POS,tablet,Dubai,night,22,1,94,0,447,0
T00520,U224,129012.67,ATM,mobile,Chennai,night,2,0,146,3,830,0
T00521,U926,235010.04,POS,mobile,Dubai,night,23,1,8,9,891,1
T00522,U388,30660.86,ATM,mobile,Pune,morning,6,0,72,0,713,0
T00523,U750,263007.65,POS,desktop,Dubai,night,0,1,134,0,525,1
T00524,U409,7227.67,online,tablet,Bangalore,night,4,0,188,0,827,0
T00525,U308,101662.97,transfer,tablet,Pune,night,21,0,64,10,315,1
T00526,U811,214649.68,POS,desktop,London,evening,19,1,31,4,67,1
T00527,U515,65374.31,transfer,desktop,Bangalore,evening,18,0,12,6,850,1
T00528,U939,288683.32,ATM,desktop,Kolkata,morning,11,0,160,0,469,0
T00529,U197,267925.76,ATM,tablet,Kolkata,afternoon,13,0,112,10,743,1
T00530,U227,54060.92,transfer,mobile,London,night,21,1,11,2,31,0
T00531,U317,96162.88,POS,tablet,London,afternoon,14,1,130,3,435,0
T00532,U483,178092.52,POS,desktop,Mumbai,afternoon,14,0,137,1,744,0
T00533,U904,88664.76,transfer,mobile,Pune,evening,17,0,165,10,974,1
T00534,U562,273733.63,online,mobile,Pune,evening,18,0,78,3,219,0
T00535,U720,165526.93,ATM,tablet,London,morning,11,1,140,2,108,1
T00536,U988,132696.37,POS,desktop,Chennai,evening,18,0,42,8,744,1
T00537,U236,186398.2,online,mobile,New York,afternoon,14,1,190,10,388,1
T00538,U897,222116.97,online,desktop,Mumbai,evening,20,0,101,2,526,0
T00539,U709,150076.18,ATM,mobile,Kolkata,night,1,0,26,10,819,1
T00540,U102,78944.65,transfer,tablet,Bangalore,morning,11,0,158,10,649,1
T00541,U344,530.32,transfer,mobile,Mumbai,afternoon,12,0,103,5,221,0
T00542,U883,160593.91,online,mobile,New York,afternoon,16,1,171,9,507,1
T00543,U934,69771.89,online,mobile,Kolkata,afternoon,12,0,128,10,555,1
T00544,U303,282253.98,ATM,desktop,Pune,night,3,0,84,9,706,1
T00545,U718,101187.72,ATM,tablet,Kolkata,night,22,0,149,1,455,0
T00546,U326,85634.04,transfer,tablet,Delhi,night,3,0,128,10,612,1
T00547,U422,12916.96,transfer,desktop,New York,morning,9,1,9,8,319,0
T00548,U321,77412.38,online,tablet,Delhi,evening,18,0,26,5,838,0
T00549,U545,106313.26,ATM,desktop,Bangalore,night,2,0,70,0,620,0
T00550,U876,116083.43,transfer,tablet,London,night,22,1,36,0,517,1
T00551,U623,245502.05,ATM,tablet,Mumbai,morning,9,0,171,7,596,1
T00552,U304,75023.07,ATM,tablet,Mumbai,morning,11,0,12,9,645,1
T00553,U417,4995.03,POS,desktop,New York,afternoon,15,1,56,10,739,0
T00554,U651,186182.7,ATM,tablet,Singapore,afternoon,12,1,107,5,465,1
T00555,U440,44116.21,online,tablet,Mumbai,night,23,0,151,1,89,0
T00556,U595,84401.07,ATM,desktop,Pune,morning,6,0,193,1,143,0
T00557,U673,75458.25,POS,desktop,Dubai,afternoon,12,1,125,6,169,1
T00558,U295,159175.88,online,desktop,Bangalore,night,21,0,68,0,512,0
T00559,U705,292537.5,ATM,desktop,London,night,21,1,163,10,440,1
T00560,U497,102979.64,online,mobile,New York,morning,6,1,149,2,397,1
T00561,U106,35511.86,online,tablet,Pune,night,4,0,77,10,730,0
T00562,U451,243736.29,transfer,tablet,Chennai,evening,17,0,24,4,156,0
T00563,U650,281181.54,POS,desktop,Dubai,afternoon,13,1,48,6,664,1
T00564,U751,112823.64,ATM,desktop,Pune,morning,9,0,126,5,502,0
T00565,U686,247537.66,online,mobile,Singapore,morning,6,1,32,3,91,1
T00566,U678,140.44,ATM,tablet,Dubai,night,23,1,26,4,200,0
T00567,U707,154036.69,POS,tablet,Singapore,morning,6,1,116,3,217,1
T00568,U941,6057.95,POS,tablet,Bangalore,night,22,0,105,0,291,0
T00569,U303,100203.37,ATM,tablet,Pune,morning,7,0,10,8,448,1
T00570,U768,35412.09,transfer,desktop,Bangalore,morning,7,0,123,4,908,0
T00571,U242,298056.3,transfer,desktop,Bangalore,afternoon,15,0,191,1,514,0
T00572,U115,293368.93,online,mobile,Dubai,morning,7,1,77,7,505,1
T00573,U552,212099.87,transfer,desktop,Singapore,afternoon,13,1,80,1,561,1
T00574,U257,141189.21,POS,mobile,New York,morning,5,1,33,6,459,1
T00575,U266,180488.69,online,desktop,Pune,night,0,0,200,7,229,1
T00576,U745,268337.28,online,mobile,Pune,evening,20,0,26,8,304,1
T00577,U788,190157.94,ATM,desktop,Bangalore,evening,18,0,146,2,399,0
T00578,U977,171774.36,transfer,desktop,London,morning,8,1,3,9,602,1
T00579,U888,193847.39,online,desktop,Chennai,evening,19,0,70,9,733,1
T00580,U296,180172.03,ATM,mobile,Dubai,afternoon,12,1,60,0,978,1
T00581,U702,217554.43,ATM,desktop,Singapore,evening,18,1,8,3,815,1
T00582,U460,39154.3,transfer,tablet,Delhi,morning,8,0,177,2,569,0
T00583,U650,235449.75,POS,desktop,New York,evening,17,1,193,0,887,1
T00584,U512,85171.36,ATM,mobile,Chennai,evening,17,0,78,5,274,0
T00585,U969,41651.72,transfer,desktop,Delhi,night,4,0,125,10,33,0
T00586,U658,186515.16,ATM,tablet,London,night,4,1,159,9,634,1
T00587,U490,15766.26,ATM,tablet,London,afternoon,14,1,122,3,308,0
T00588,U706,186123.07,POS,desktop,Singapore,morning,5,1,169,8,642,1
T00589,U639,176347.14,ATM,desktop,Chennai,night,4,0,143,6,60,1
T00590,U309,43700.35,transfer,tablet,Bangalore,night,23,0,185,3,84,0
T00591,U255,85623.63,ATM,mobile,Dubai,evening,17,1,178,7,869,1
T00592,U989,3375.07,POS,mobile,Pune,evening,20,0,161,7,973,0
T00593,U226,120699.9,POS,tablet,Dubai,night,23,1,18,0,439,1
T00594,U842,3648.57,ATM,desktop,London,afternoon,12,1,10,4,383,0
T00595,U810,166413.72,POS,desktop,Mumbai,afternoon,14,0,80,8,127,1
T00596,U806,26594.98,ATM,desktop,Delhi,morning,6,0,80,5,571,0
T00597,U308,244616.77,transfer,desktop,New York,night,22,1,89,3,210,1
T00598,U612,68393.73,transfer,desktop,Bangalore,afternoon,14,0,120,10,634,1
T00599,U796,244096.24,transfer,tablet,Chennai,morning,8,0,58,9,932,1
T00600,U947,140064.58,ATM,desktop,Bangalore,evening,20,0,110,8,843,1
T00601,U680,156625.96,POS,tablet,Delhi,morning,5,0,154,6,258,1
T00602,U327,294952.7,transfer,desktop,Dubai,evening,18,1,81,9,976,1
T00603,U586,15480.0,ATM,mobile,Mumbai,morning,7,0,57,3,664,0
T00604,U627,299822.83,transfer,mobile,New York,night,23,1,92,1,851,1
T00605,U997,153328.49,ATM,tablet,Mumbai,afternoon,14,0,79,10,933,1
T00606,U358,257804.43,online,tablet,New York,night,23,1,200,7,354,1
T00607,U431,137907.19,POS,desktop,Bangalore,afternoon,15,0,184,6,539,1
T00608,U954,150490.5,transfer,tablet,Dubai,afternoon,12,1,53,3,308,1
T00609,U626,87317.52,POS,desktop,Singapore,morning,7,1,165,4,207,0
T00610,U438,271038.12,transfer,tablet,Chennai,night,21,0,162,6,718,1
T00611,U211,282688.15,transfer,mobile,Chennai,morning,9,0,163,6,689,1
T00612,U326,67680.01,POS,mobile,Dubai,morning,5,1,8,9,181,1
T00613,U430,40564.06,ATM,tablet,Dubai,afternoon,16,1,1,0,917,0
T00614,U956,112558.69,online,desktop,Mumbai,morning,9,0,29,0,673,0
T00615,U762,25747.73,ATM,mobile,Pune,morning,10,0,5,3,356,0
T00616,U222,51872.97,POS,mobile,Mumbai,morning,7,0,186,2,169,0
T00617,U515,152226.27,transfer,mobile,Kolkata,morning,11,0,125,2,260,0
T00618,U698,268871.18,POS,mobile,Pune,night,1,0,149,1,620,0
T00619,U653,299815.58,POS,mobile,Dubai,night,2,1,143,7,744,1
T00620,U249,183977.7,online,mobile,Mumbai,morning,10,0,111,10,498,1
T00621,U103,101725.11,POS,desktop,Delhi,afternoon,13,0,12,3,789,0
T00622,U220,67036.61,online,desktop,Bangalore,morning,11,0,198,2,808,0
T00623,U407,290247.84,online,desktop,Singapore,morning,6,1,60,0,633,1
T00624,U163,252094.5,POS,desktop,Singapore,night,4,1,72,0,902,1
T00625,U999,53974.72,POS,tablet,Chennai,afternoon,12,0,118,8,655,1
T00626,U231,231965.49,online,desktop,Delhi,evening,17,0,110,0,541,0
T00627,U392,124357.7,online,tablet,Singapore,morning,5,1,2,6,81,1
T00628,U615,221910.99,ATM,desktop,Mumbai,morning,9,0,118,5,543,0
T00629,U654,185366.51,ATM,mobile,Mumbai,morning,11,0,63,4,956,0
T00630,U792,274643.07,transfer,mobile,Chennai,morning,7,0,161,5,916,0
T00631,U654,176409.49,ATM,mobile,Dubai,evening,19,1,36,6,458,1
T00632,U902,240134.91,transfer,mobile,Dubai,night,0,1,170,3,119,1
T00633,U379,248477.82,transfer,mobile,Dubai,morning,8,1,132,2,630,1
T00634,U833,8458.73,transfer,mobile,Dubai,afternoon,14,1,116,2,112,0
T00635,U418,6796.08,POS,desktop,Bangalore,afternoon,16,0,93,7,458,0
T00636,U747,246186.88,ATM,desktop,Dubai,night,4,1,20,4,614,1
T00637,U307,184498.65,POS,mobile,Delhi,night,22,0,38,8,908,1
T00638,U375,36801.67,POS,tablet,Pune,afternoon,15,0,14,8,53,0
T00639,U260,144980.74,POS,tablet,New York,night,3,1,100,6,459,1
T00640,U670,98208.27,online,desktop,Bangalore,afternoon,15,0,79,8,261,1
T00641,U352,65054.41,online,desktop,Delhi,evening,18,0,10,9,940,1
T00642,U459,149157.5,POS,desktop,Chennai,morning,11,0,50,8,88,1
T00643,U292,51177.13,transfer,mobile,Bangalore,afternoon,12,0,17,0,348,0
T00644,U308,18225.92,POS,tablet,New York,morning,9,1,7,10,668,0
T00645,U457,232305.89,transfer,mobile,New York,night,21,1,2,2,197,1
T00646,U641,131002.78,online,mobile,Mumbai,afternoon,16,0,161,6,457,1
T00647,U456,56364.86,ATM,desktop,Chennai,night,3,0,116,4,397,0
T00648,U297,208518.55,ATM,tablet,New York,morning,10,1,175,5,412,1
T00649,U262,269128.51,POS,desktop,Dubai,afternoon,12,1,155,10,967,1
T00650,U555,106699.86,ATM,tablet,Dubai,morning,10,1,125,10,542,1
T00651,U514,211949.62,online,desktop,Bangalore,night,22,0,30,1,391,0
T00652,U106,182514.43,transfer,mobile,Kolkata,night,21,0,91,0,362,0
T00653,U322,298820.81,online,tablet,London,afternoon,16,1,48,3,677,1
T00654,U217,196326.51,online,mobile,Delhi,night,2,0,86,6,734,1
T00655,U918,4001.65,transfer,desktop,Delhi,evening,20,0,187,0,660,0
T00656,U512,64633.6,ATM,mobile,London,evening,18,1,26,1,68,0
T00657,U278,290173.95,online,desktop,Kolkata,evening,17,0,3,1,966,0
T00658,U276,136501.61,online,mobile,Delhi,evening,18,0,5,4,710,0
T00659,U684,262458.78,transfer,desktop,Singapore,evening,18,1,133,5,811,1
T00660,U384,220270.84,ATM,tablet,London,night,22,1,194,3,638,1
T00661,U266,78956.66,transfer,tablet,Bangalore,morning,11,0,60,7,328,1
T00662,U540,273006.13,online,tablet,Bangalore,afternoon,13,0,66,5,663,0
T00663,U162,115859.73,transfer,tablet,Chennai,night,22,0,53,3,934,0
T00664,U199,48743.86,online,mobile,Chennai,evening,19,0,136,0,647,0
T00665,U350,211800.91,online,desktop,Singapore,morning,8,1,71,8,368,1
T00666,U370,31220.53,transfer,tablet,Singapore,evening,18,1,185,10,710,0
T00667,U301,162897.57,online,mobile,Mumbai,afternoon,16,0,26,2,457,0
T00668,U307,103020.94,POS,tablet,Kolkata,afternoon,15,0,149,2,503,0
T00669,U863,166582.24,POS,mobile,London,afternoon,15,1,21,9,214,1
T00670,U730,196210.04,POS,mobile,Mumbai,morning,10,0,182,8,853,1
T00671,U308,224277.01,transfer,desktop,Bangalore,night,21,0,137,6,962,1
T00672,U222,36735.08,ATM,desktop,Singapore,night,3,1,49,8,401,0
T00673,U322,92957.69,ATM,tablet,Bangalore,evening,18,0,1,0,962,0
T00674,U483,103071.08,online,mobile,Kolkata,night,2,0,135,2,893,0
T00675,U388,212877.22,ATM,tablet,Dubai,evening,18,1,119,0,775,1
T00676,U949,25445.09,transfer,mobile,Bangalore,night,3,0,122,7,978,1
